NAME_2,latitude,longitude
"NEWRY, MOURNE AND DOWN",54.33589423338713,-5.819229258249716
NORTH DOWN AND ARDS,54.52439983239235,-5.599295714079523
ABERDEEN,57.16266836150436,-2.193375727602382
ABERDEENSHIRE,57.243376461225566,-2.627426110643295
ANGUS,56.7298130508119,-2.917751766934251
ARGYLL AND BUTE,56.137719017864455,-5.504546025507538
CLACKMANNANSHIRE,56.14599830574744,-3.7404559972607494
DUMFRIES AND GALLOWAY,55.07567662171725,-3.9609135596856464
DUNDEE,56.485653990204966,-2.951931619688319
EAST AYRSHIRE,55.48258288714813,-4.31312808176386
EAST DUNBARTONSHIRE,55.95192987907894,-4.2251938794853725
EAST LOTHIAN,55.94036917600651,-2.7187585812719406
EAST RENFREWSHIRE,55.749498855530874,-4.361081187439144
EDINBURGH,55.92471527530197,-3.287848854814682
EILEAN SIAR,57.91593308337662,-6.8607297669675775
FALKIRK,55.99356606416065,-3.7952127672590144
FIFE,56.22933547778422,-3.121261654176353
GLASGOW,55.85455107078035,-4.255024101803336
HIGHLAND,57.58461012716349,-4.760262878988274
INVERCLYDE,55.901430530263,-4.748103756020789
MIDLOTHIAN,55.83158943589651,-3.1085985712785287
MORAY,57.46918260290241,-3.2706586295575617
NORTH AYRSHIRE,55.67135820093314,-4.994132445726776
NORTH LANARKSHIRE,55.87111390727562,-3.943750229714625
ORKNEY ISLANDS,59.02808994471733,-3.0359063115635068
PERTHSHIRE AND KINROSS,56.56296544626239,-3.821172179600407
RENFREWSHIRE,55.84391540005215,-4.546584838110547
SCOTTISH BORDERS,55.57589699883676,-2.784613667983016
SHETLAND ISLANDS,60.379323735547985,-1.2551989600699451
SOUTH AYRSHIRE,55.26830971421984,-4.686602716803509
SOUTH LANARKSHIRE,55.61166619041173,-3.808587596799851
STIRLING,56.23670414130954,-4.358755877149902
WEST DUNBARTONSHIRE,55.98464045288621,-4.516554186777055
WEST LOTHIAN,55.882976022561486,-3.568339876069032
ANGLESEY,53.287667282269375,-4.3611880234506275
BLAENAU GWENT,51.7588931624579,-3.20205986202098
BRIDGEND,51.565058319795675,-3.601428784494946
CAERPHILLY,51.65010870325591,-3.214518868796612
CARDIFF,51.511230125862916,-3.2046856415279463
CARMARTHENSHIRE,51.899201942235315,-4.155688409065694
CEREDIGION,52.248943452780054,-4.074425393524197
CONWY,53.1397006332176,-3.755907833884874
DENBIGHSHIRE,53.094531670112545,-3.3683981968867425
FLINTSHIRE,53.213020362776255,-3.169332742269897
GWYNEDD,52.89803325553088,-4.037398939319845
MERTHYR TYDFIL,51.73872762095862,-3.3744902269067665
MONMOUTHSHIRE,51.76561175190279,-2.8653576313586093
NEATH PORT TALBOT,51.67992620781287,-3.742106223660886
NEWPORT,51.58043506081637,-2.9664371236335594
PEMBROKESHIRE,51.85399680237112,-4.8908423166254975
POWYS,52.329389655905,-3.403693703826241
"RHONDDA, CYNON, TAFF",51.645073756545635,-3.438291315756712
SWANSEA,51.64074415495291,-4.048791217438228
TORFAEN,51.69999315065133,-3.061103122472707
VALE OF GLAMORGAN,51.444352558498935,-3.400193530258182
WREXHAM,52.99262196317571,-3.032623137018409
